,Fold,Model,Balanced ACC,AUC,F1,Recall,QC_Sampling,Site
0,0,Single site Test,0.5971479500891266,0.6497326203208555,0.5970149253731343,0.5882352941176471,low_Q,CamCAN
1,0,Single site Train,0.8678514467988152,0.9378560036454773,0.8648648648648649,0.8484848484848485,low_Q,CamCAN
2,1,Single site Test,0.6265597147950089,0.6675579322638147,0.6153846153846154,0.6060606060606061,low_Q,CamCAN
3,1,Single site Train,0.83008658008658,0.9074960127591706,0.8351648351648352,0.8571428571428571,low_Q,CamCAN
4,2,Single site Test,0.696969696969697,0.7318640955004592,0.6666666666666666,0.6060606060606061,low_Q,CamCAN
5,2,Single site Train,0.8233082706766917,0.9198371869523434,0.8212927756653993,0.8120300751879699,low_Q,CamCAN
6,3,Single site Test,0.6818181818181819,0.7125803489439853,0.676923076923077,0.6666666666666666,low_Q,CamCAN
7,3,Single site Train,0.8345864661654135,0.916219119226638,0.8320610687022901,0.8195488721804511,low_Q,CamCAN
8,4,Single site Test,0.7121212121212122,0.8429752066115702,0.7246376811594203,0.7575757575757576,low_Q,CamCAN
9,4,Single site Train,0.849624060150376,0.9188761377127027,0.8484848484848485,0.8421052631578947,low_Q,CamCAN
10,5,Single site Test,0.5686274509803921,0.5784313725490196,0.5245901639344263,0.47058823529411764,low_Q,CamCAN
11,5,Single site Train,0.818922305764411,0.9237867395762133,0.8208955223880597,0.8333333333333334,low_Q,CamCAN
12,6,Single site Test,0.553475935828877,0.6167557932263814,0.5833333333333334,0.6363636363636364,low_Q,CamCAN
13,6,Single site Train,0.8679938482570062,0.9246981089086351,0.8659003831417624,0.849624060150376,low_Q,CamCAN
14,7,Single site Test,0.6666666666666667,0.743801652892562,0.6764705882352942,0.696969696969697,low_Q,CamCAN
15,7,Single site Train,0.8571428571428571,0.9210808977330545,0.8571428571428571,0.8571428571428571,low_Q,CamCAN
16,8,Single site Test,0.6818181818181819,0.765840220385675,0.6557377049180327,0.6060606060606061,low_Q,CamCAN
17,8,Single site Train,0.8045112781954886,0.9110746791791509,0.803030303030303,0.7969924812030075,low_Q,CamCAN
18,9,Single site Test,0.7727272727272727,0.8539944903581267,0.7692307692307693,0.7575757575757576,low_Q,CamCAN
19,9,Single site Train,0.8571428571428571,0.9172367007744926,0.8571428571428571,0.8571428571428571,low_Q,CamCAN
20,10,Single site Test,0.6724598930481284,0.7040998217468806,0.65625,0.6176470588235294,low_Q,CamCAN
21,10,Single site Train,0.8377192982456141,0.9094326725905674,0.8365019011406845,0.8333333333333334,low_Q,CamCAN
22,11,Single site Test,0.7312834224598931,0.8083778966131907,0.7272727272727273,0.7272727272727273,low_Q,CamCAN
23,11,Single site Train,0.845352016404648,0.9224196855775803,0.842911877394636,0.8270676691729323,low_Q,CamCAN
24,12,Single site Test,0.6212121212121212,0.6657483930211203,0.6153846153846154,0.6060606060606061,low_Q,CamCAN
25,12,Single site Train,0.8533834586466165,0.9158799253773532,0.8528301886792453,0.849624060150376,low_Q,CamCAN
26,13,Single site Test,0.6212121212121212,0.7823691460055097,0.6376811594202898,0.6666666666666666,low_Q,CamCAN
27,13,Single site Train,0.8308270676691729,0.9213635592741252,0.8314606741573034,0.8345864661654135,low_Q,CamCAN
28,14,Single site Test,0.6212121212121212,0.7134986225895317,0.5614035087719298,0.48484848484848486,low_Q,CamCAN
29,14,Single site Train,0.8609022556390977,0.9297868731980328,0.8603773584905661,0.8571428571428571,low_Q,CamCAN
30,15,Single site Test,0.6867201426024956,0.7816399286987522,0.6865671641791045,0.6764705882352942,low_Q,CamCAN
31,15,Single site Train,0.8300296195033037,0.9117680565048986,0.8221343873517787,0.7878787878787878,low_Q,CamCAN
32,16,Single site Test,0.6412655971479502,0.6916221033868093,0.625,0.6060606060606061,low_Q,CamCAN
33,16,Single site Train,0.8376623376623377,0.9262930052403737,0.8413284132841329,0.8571428571428571,low_Q,CamCAN
34,17,Single site Test,0.6818181818181819,0.7520661157024793,0.6956521739130435,0.7272727272727273,low_Q,CamCAN
35,17,Single site Train,0.849624060150376,0.9214766238905534,0.8473282442748091,0.8345864661654135,low_Q,CamCAN
36,18,Single site Test,0.696969696969697,0.7263544536271809,0.7142857142857143,0.7575757575757576,low_Q,CamCAN
37,18,Single site Train,0.8421052631578947,0.9209678331166262,0.8432835820895522,0.849624060150376,low_Q,CamCAN
38,19,Single site Test,0.5909090909090909,0.6804407713498623,0.5846153846153846,0.5757575757575758,low_Q,CamCAN
39,19,Single site Train,0.8458646616541353,0.9139578268980721,0.8475836431226765,0.8571428571428571,low_Q,CamCAN
40,20,Single site Test,0.6412655971479502,0.7067736185383243,0.6571428571428571,0.6764705882352942,low_Q,CamCAN
41,20,Single site Train,0.8376338573706994,0.9249829118250171,0.8326848249027238,0.8106060606060606,low_Q,CamCAN
42,21,Single site Test,0.6399286987522281,0.6853832442067737,0.5862068965517241,0.5151515151515151,low_Q,CamCAN
43,21,Single site Train,0.8566017316017316,0.9252107541581226,0.8571428571428571,0.8571428571428571,low_Q,CamCAN
44,22,Single site Test,0.5909090909090909,0.7796143250688705,0.6666666666666666,0.8181818181818182,low_Q,CamCAN
45,22,Single site Train,0.8609022556390977,0.9176889592402058,0.8593155893536122,0.849624060150376,low_Q,CamCAN
46,23,Single site Test,0.5757575757575757,0.6574839302112029,0.48148148148148145,0.3939393939393939,low_Q,CamCAN
47,23,Single site Train,0.849624060150376,0.9226638023630506,0.8473282442748091,0.8345864661654135,low_Q,CamCAN
48,24,Single site Test,0.696969696969697,0.783287419651056,0.6666666666666666,0.6060606060606061,low_Q,CamCAN
49,24,Single site Train,0.8233082706766917,0.9100570976312963,0.8212927756653993,0.8120300751879699,low_Q,CamCAN
